Label,x,Site,Y,X,Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value
32,New,H,"1,514,025","7,037,574",459.4,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1195)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-40,"11,483.00",84.8995,1,,7.24,100.6
33,New,H,"1,509,931","7,037,915",447.6,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1196)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-41,"11,248.59",89.9001,1,,6.93,100.8
34,New,H,"1,510,579","7,037,063",461,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1197)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-42,"12,102.28",92.3958,1,,7.1,100.7
35,New,H,"1,513,522","7,038,429",446.1,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1198)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-43,"11,181.77",84.9075,1,,7.13,100.7
36,New,H,"1,513,014","7,038,136",439.9,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1199)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-44,"11,898.67",91.4836,1,,7.07,100.8
37,New,H,"1,514,351","7,036,700",430,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1200)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-45,"11,094.65",91.4205,1,,6.81,100.7
38,New,H,"1,514,508","7,038,972",470,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1201)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-6,"11,637.24",83.0752,1,,7.4,100.5
39,New,H,"1,511,167","7,038,483",420,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1202)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-7,"10,721.73",84.7408,1,,6.96,100.8
40,New,H,"1,511,280","7,037,611",439.9,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1203)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-8,"11,003.86",85.9268,1,,7.01,100.9
41,New,H,"1,513,427","7,038,832",452.3,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1204)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-9,"11,510.79",84.705,1,,7.26,100.6
1,New,H,"1,513,679","7,037,097",427.2,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1164)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-10,"12,323.28",92.6628,1,,7.39,100
2,New,H,"1,513,858","7,039,015",460,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1165)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-11,"12,297.74",85.588,1,,7.82,100.7
3,New,H,"1,513,175","7,040,011",431.9,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1166)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-12,"12,300.72",88.8628,1,,7.61,100.3
4,New,H,"1,514,436","7,039,734",451.2,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1167)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-13,"12,415.53",87.4211,1,,7.75,100.5
5,New,H,"1,514,564","7,037,843",455.1,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1168)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-14,"12,313.12",86.8284,1,,7.74,100.5
6,New,H,"1,508,661","7,038,946",500,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1169)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-15,"14,345.54",98.7259,1,,7.89,100.8
7,New,H,"1,509,725","7,038,350",458.3,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1170)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-16,"12,767.95",92.9548,1,,7.56,100.2
8,New,H,"1,513,886","7,040,017",442.3,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1171)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-18,"12,082.22",85.8082,1,,7.7,100.4
9,New,H,"1,512,776","7,040,337",420,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1172)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-19,"12,682.84",91.8182,1,,7.6,100.3
10,New,H,"1,514,576","7,037,362",440,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1173)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-2,"11,826.60",87.6668,1,,7.47,100.1
11,New,H,"1,509,881","7,038,873",460,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1174)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-20,"12,706.71",92.3942,1,,7.57,100.2
12,New,H,"1,511,684","7,037,999",401.9,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1175)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-21,"11,592.44",89.7943,1,,7.23,100
13,New,H,"1,514,136","7,038,218",450.6,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1176)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-22,"11,940.42",85.028,1,,7.69,100.4
14,New,H,"1,510,907","7,038,117",440,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1177)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-23,"12,109.86",87.1401,1,,7.63,100.3
15,New,H,"1,513,590","7,037,953",451.6,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1178)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-24,"12,103.59",86.4847,1,,7.67,100.4
16,New,H,"1,514,218","7,039,310",470,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1179)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-25,"12,515.71",85.7993,1,,7.91,100.9
17,New,H,"1,510,074","7,037,445",464.3,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1180)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-26,"13,106.85",93.9455,1,,7.65,100.3
18,New,H,"1,514,844","7,036,892",442,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1181)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-27,"12,141.01",90.9131,1,,7.42,100.1
19,New,H,"1,513,430","7,037,593",432.1,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1182)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-28,"12,263.56",90.6049,1,,7.47,100.1
20,New,H,"1,510,471","7,037,973",440,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1183)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-29,"11,672.63",86.4392,1,,7.48,100.1
21,New,H,"1,511,153","7,036,979",473.8,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1184)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-3,"13,181.18",92.3057,1,,7.79,100.6
22,New,H,"1,510,788","7,037,445",450,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1185)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-30,"12,230.73",87.8401,1,,7.64,100.3
23,New,H,"1,513,978","7,040,712",414.4,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1186)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-32,"12,474.44",92.1259,1,,7.49,100.1
24,New,H,"1,510,252","7,038,518",447.9,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1187)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-33,"12,043.96",88.1437,1,,7.53,100.2
25,New,H,"1,513,471","7,040,307",424.9,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1188)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-34,"11,862.96",87.297,1,,7.51,100.1
26,New,H,"1,515,082","7,037,303",452.7,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1189)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-35,"12,353.86",89.2887,1,,7.61,100.3
27,New,H,"1,510,807","7,038,884",440,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1190)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-36,"12,705.67",91.0323,1,,7.65,100.3
28,New,H,"1,514,573","7,038,534",454.3,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1191)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-37,"12,083.64",86.659,1,,7.65,100.3
29,New,H,"1,513,293","7,039,252",443.7,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1192)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-38,"12,432.61",88.4696,1,,7.69,100.4
30,New,H,"1,512,558","7,040,716",404,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1193)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-39,"12,645.93",93.9784,1,,7.46,100.1
31,New,H,"1,513,623","7,039,649",450,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1194)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-4,"12,214.36",86.1119,1,,7.75,100.5
32,New,H,"1,514,025","7,037,574",459.4,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1195)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-40,"12,382.92",87.3184,1,,7.74,100.5
33,New,H,"1,509,931","7,037,915",447.6,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1196)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-41,"12,236.50",91.0436,1,,7.45,100.1
34,New,H,"1,510,579","7,037,063",461,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1197)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-42,"12,942.64",93.2884,1,,7.62,100.3
35,New,H,"1,513,522","7,038,429",446.1,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1198)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-43,"12,145.73",87.1196,1,,7.64,100.3
36,New,H,"1,513,014","7,038,136",439.9,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1199)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-44,"12,720.00",92.5181,1,,7.56,100.2
37,New,H,"1,514,351","7,036,700",430,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1200)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-45,"12,160.94",92.6192,1,,7.33,100
38,New,H,"1,514,508","7,038,972",470,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1201)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-6,"12,532.18",86.1447,1,,7.9,100.8
39,New,H,"1,511,167","7,038,483",420,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1202)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-7,"11,812.82",87.6473,1,,7.45,100.1
40,New,H,"1,511,280","7,037,611",439.9,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1203)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-8,"12,041.04",88.3842,1,,7.52,100.1
41,New,H,"1,513,427","7,038,832",452.3,Yes,NORDEX,N131/3.0 at 131m,"3,000",131,134,"NORDEX N131/3000 3000 131.0 !O! hub: 134,0 m (TOT: 199,5 m) (1204)",EMD,Level 0 - 1.225 kg/mü - R00,HOC-9,"12,367.00",86.9037,1,,7.76,100.5
1,New,H,"1,513,679","7,037,097",427.2,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1164)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-10,"10,878.80",92.942,1,,7.06,100.7
2,New,H,"1,513,858","7,039,015",460,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1165)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-11,"11,087.81",85.458,1,,7.5,100.5
3,New,H,"1,513,175","7,040,011",431.9,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1166)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-12,"11,021.73",89.0737,1,,7.3,100.5
4,New,H,"1,514,436","7,039,734",451.2,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1167)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-13,"11,068.51",86.798,1,,7.43,100.5
5,New,H,"1,514,564","7,037,843",455.1,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1168)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-14,"11,127.49",86.5922,1,,7.46,100.5
6,New,H,"1,508,661","7,038,946",500,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1169)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-15,"13,103.66",98.8006,1,,7.61,100.6
7,New,H,"1,509,725","7,038,350",458.3,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1170)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-16,"11,417.73",93.3595,1,,7.24,100.5
8,New,H,"1,513,886","7,040,017",442.3,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1171)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-18,"10,780.59",85.2732,1,,7.39,100.5
9,New,H,"1,512,776","7,040,337",420,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1172)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-19,"11,364.42",92.0089,1,,7.29,100.5
10,New,H,"1,514,576","7,037,362",440,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1173)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-2,"10,451.47",87.6532,1,,7.14,100.6
11,New,H,"1,509,881","7,038,873",460,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1174)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-20,"11,319.69",92.3695,1,,7.25,100.5
12,New,H,"1,511,684","7,037,999",401.9,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1175)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-21,"10,100.39",89.5654,1,,6.91,100.6
13,New,H,"1,514,136","7,038,218",450.6,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1176)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-22,"10,693.21",84.8987,1,,7.37,100.5
14,New,H,"1,510,907","7,038,117",440,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1177)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-23,"10,863.55",87.0587,1,,7.33,100.5
15,New,H,"1,513,590","7,037,953",451.6,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1178)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-24,"10,832.14",86.4395,1,,7.35,100.5
16,New,H,"1,514,218","7,039,310",470,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1179)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-25,"11,324.38",85.5058,1,,7.6,100.6
17,New,H,"1,510,074","7,037,445",464.3,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1180)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-26,"11,782.94",94.3825,1,,7.33,100.5
18,New,H,"1,514,844","7,036,892",442,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1181)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-27,"10,707.29",90.9217,1,,7.09,100.6
19,New,H,"1,513,430","7,037,593",432.1,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1182)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-28,"10,889.77",90.9244,1,,7.15,100.6
20,New,H,"1,510,471","7,037,973",440,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1183)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-29,"10,320.35",86.4368,1,,7.14,100.6
21,New,H,"1,511,153","7,036,979",473.8,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1184)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-3,"11,926.63",92.3931,1,,7.48,100.5
22,New,H,"1,510,788","7,037,445",450,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1185)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-30,"10,920.10",87.7652,1,,7.31,100.5
23,New,H,"1,513,978","7,040,712",414.4,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1186)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-32,"11,006.14",91.8283,1,,7.16,100.6
24,New,H,"1,510,252","7,038,518",447.9,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1187)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-33,"10,660.71",88.0241,1,,7.2,100.5
25,New,H,"1,513,471","7,040,307",424.9,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1188)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-34,"10,508.43",87.1219,1,,7.19,100.5
26,New,H,"1,515,082","7,037,303",452.7,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1189)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-35,"10,977.21",88.8006,1,,7.29,100.5
27,New,H,"1,510,807","7,038,884",440,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1190)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-36,"11,385.02",90.851,1,,7.35,100.5
28,New,H,"1,514,573","7,038,534",454.3,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1191)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-37,"10,756.16",86.3795,1,,7.32,100.5
29,New,H,"1,513,293","7,039,252",443.7,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1192)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-38,"11,205.23",88.8313,1,,7.37,100.5
30,New,H,"1,512,558","7,040,716",404,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1193)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-39,"11,229.56",94.1619,1,,7.14,100.6
31,New,H,"1,513,623","7,039,649",450,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1194)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-4,"10,980.95",86.0198,1,,7.43,100.5
32,New,H,"1,514,025","7,037,574",459.4,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1195)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-40,"11,137.49",87.251,1,,7.43,100.5
33,New,H,"1,509,931","7,037,915",447.6,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1196)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-41,"10,855.06",91.3709,1,,7.12,100.6
34,New,H,"1,510,579","7,037,063",461,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1197)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-42,"11,596.06",93.5726,1,,7.29,100.5
35,New,H,"1,513,522","7,038,429",446.1,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1198)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-43,"10,874.31",87.2625,1,,7.32,100.5
